name,website,short_description,linkedin,categories,num_employees_enum,locations,founded_on,operating_status,founders
​Aboriginal Legal Services,https://www.aboriginallegal.ca ,​Aboriginal Legal Services is a nonprofit indigenous legal services center that provides free legal assistance to low-income people.,https://www.linkedin.com/company/aboriginal-legal-services-of-toronto/  ,"Charity, Legal, Non Profit",c_00051_00100,Great Lakes,2/21/1990,active,
​Action Recovery Online,https://www.actionrecoveryonline.com,​Action Recovery Online is a debt collection agency.,https://www.linkedin.com/company/action-recovery-online/,"Collection Agency, Consulting, Debt Collections",c_00011_00050,"Greater Phoenix Area, Western US",1/1/2009,active,
​Allen’s Electric Motor Service,https://www.allenselectricmotors.com,​Allen’s Electric Motor Service is a machinery repair company.,https://www.linkedin.com/company/allenselectricmotors,"Field Support, Industrial, Manufacturing, Mining",c_00051_00100,Southern US,1/1/1979,active,
​Asian Pacific Counseling and Treatment Centers,https://www.apctc.org,"Asian Pacific Counseling and Treatment Centers provides mental health services to adults, children, and youth.",https://www.linkedin.com/company/ssg-asian-pacific-counseling-treatment-centers/,"Health Care, Medical, Mental Health, Personal Health, Wellness",c_00051_00100,"Greater Los Angeles Area, West Coast, Western US",1/1/1977,active,
​Automation Werks,https://www.automationwerks.com,"Automation Werks distributes TSlot aluminum framings, pneumatics, vacuum sensors, valves, and other accessories.",https://www.linkedin.com/company/automationwerks,"E-Commerce, Industrial, Retail",c_00001_00010,"Greater Chicago Area, Great Lakes, Midwestern US",1/1/2020,active,Jeff Rietschel
​BRW Enterprise,https://www.brwenterprise.com,BRW Enterprise is a technology driven executive placement firm that specializes in finding c-suite and executive level roles.,https://www.linkedin.com/company/brw-enterprise,"Information Technology, Recruiting",c_00011_00050,"Greater New York Area, East Coast, Northeastern US",1/1/2013,active,
​Beaver County PA,http://beavercountypa.gov/,"​Beaver County PA is a government agency for Beaver County, Pennsylvania.",https://www.linkedin.com/company/beaver-county-pa/,"Communities, Government, Service Industry",c_00011_00050,"Great Lakes, Northeastern US",1880-01-01,active,
​Buildworks America,https://www.build.works,"Buildworks America provides BIM-based production, planning, execution to enhance productivity and processes for offsite construction.",https://www.linkedin.com/company/buildworks,"Consulting, Enterprise Resource Planning (ERP), Software",c_00011_00050,"Greater Philadelphia Area, Great Lakes, Northeastern US",1/1/2018,active,
​C & D Legal Services,https://www.cdlegalservices.com,​C & D Legal Services provides professional legal support services.,https://www.linkedin.com/company/c-&-d-legal-services/,"Legal, Professional Services, Service Industry",,"West Coast, Western US",1/1/2007,active,
​C I Contracting Company,https://www.cicontracting.com,​C I Contracting Company provides residential and commercial building rehabber and renovator services.,https://www.linkedin.com/company/commerce-industries-inc.,"Civil Engineering, Construction, Facility Management, Home Renovation",c_00011_00050,"Greater Baltimore-Maryland Area, East Coast, Southern US",1/1/1996,active,
​CFO Resource,https://www.cfo-rg.com,CFO Resource is a strategic financial services firm.,https://www.linkedin.com/company/cfo-resource-group/,"Accounting, Finance, Financial Services, Human Resources",c_00001_00010,"Great Lakes, Midwestern US",1/1/2005,active,
​Carolina Wetland Services,https://www.cws-inc.net,​Carolina Wetland Services is a natural resource consulting firm.,https://www.linkedin.com/company/carolina-wetland-services-inc./,"Environmental Consulting, Environmental Engineering, Natural Resources, Renewable Energy",c_00011_00050,"East Coast, Southern US",1/1/2000,active,
​Carter Tabernacle Christian Methodist Episcopal Church,https://www.cartertabernaclecme.com,​Carter Tabernacle Christian Methodist Episcopal Church is a religious community.,https://www.linkedin.com/company/carter-tabernacle-cme-church,"Communities, Non Profit, Religion",c_00011_00050,"East Coast, Southern US",1/1/1916,active,
​Casteel Sign,https://www.casteelsign.com,​Casteel Sign is a manufacturer of architectural signage and graphics.,https://www.linkedin.com/company/casteel-&-associates-inc./,"Digital Signage, Graphic Design, Lighting, Manufacturing",c_00001_00010,"Dallas/Fort Worth Metroplex, Southern US",1/1/1987,active,
​Celera Properties,https://www.celeraproperties.com,"​Celera Properties is a real estate company that provides property investment, and development services.",https://www.linkedin.com/company/celera-properties,"Property Development, Real Estate, Real Estate Investment",c_00001_00010,"Greater Boston Area, East Coast, New England, Northeastern US",1/1/2018,active,
​CenterLine Precision Tube Bending,https://www.clptbi.com,"CenterLine Precision Tube Bending is a precision tube bending, coiling, and fabrication company.",https://www.linkedin.com/company/centerline-precision-tube-bending-inc,"Industrial, Machinery Manufacturing, Manufacturing",c_00001_00010,"San Francisco Bay Area, West Coast, Western US",1/1/1995,active,Andrew Osborne
​Checkpoint Communications,http://www.checkpointcomm.com,"​Checkpoint Communications designs and installs low-voltage systems for the education, warehousing, and retail sectors.",https://www.linkedin.com/company/checkpoint-communications-inc.,"Construction, Consulting, Product Design",c_00011_00050,"Greater Los Angeles Area, West Coast, Western US",1/1/1987,active,
​Cirius Pacific Fund,https://ciriuspacific.com,"Cirius Pacific Fund LLC is a financial services firm, functioning as a mortgage pool and real estate private equity fund.",https://www.linkedin.com/company/%E2%80%8Bcirius-pacific-fund-llc,"Finance, Financial Services, Non Profit, Real Estate Investment",c_00011_00050,"San Francisco Bay Area, Silicon Valley, West Coast, Western US",1/1/2016,active,
​Coburg Road Quarry,https://www.crqrocks.com,​​Coburg Road Quarry is a rock mining company that specializes in grading and excavating services.,https://www.linkedin.com/company/coburg-road-quarry,"Local Business, Mining, Natural Resources",c_00011_00050,"West Coast, Western US",,active,
​Colorado Seamless Gutters,https://www.coloradoseamlessgutters.com,Colorado Seamless Gutters is a cleaning and repair company.,https://www.linkedin.com/company/colorado-seamless-gutters/,"CleanTech, Facilities Support Services, Residential",c_00011_00050,"Greater Denver Area, Western US",1/1/1982,active,
​CompTask Consulting,https://comptaskconsulting.com,CompTask Consulting provides recruiting services for healthcare information technology.,https://www.linkedin.com/company/comptask-consulting,"Consulting, Staffing Agency, Training",c_00011_00050,Southern US,1/1/2017,active,
​Creative Wealth Planning,https://www.creativewealthplanning.com,​Creative Wealth Planning is a consulting firm that provides wealth management strategies to promote financial growth for clients.,,"Consulting, Financial Services, Insurance",c_00011_00050,"Greater New York Area, East Coast, Northeastern US",,active,
​Credit Brilliance Services,https://creditbrilliance.com,"​Credit Brilliance Services specializes in credit restoration, credit reporting, financial planning and credit counseling services.",https://www.linkedin.com/company/creditbrilliance/,"Credit, Credit Bureau, Financial Services",c_00011_00050,"East Coast, Northeastern US",1/1/2018,active,
​Dental Quest Labs,http://www.dentalquestlabs.com,Dental Quest Laboratory offers dental lab services with over 40 years of expertise in restorative solutions.,,"Dental, Health Care, Medical",c_00011_00050,"Greater New York Area, East Coast, Northeastern US",1/1/1984,active,
​DragoonITCN,https://www.dragoonitcn.com,​DragoonITCN is a small business that offers products and services to DOD and commercial aerospace programs.,https://www.linkedin.com/company/dragoon-itcn,"Computer, Information Technology, Real Time",c_00011_00050,"Great Lakes, Midwestern US",1/1/1992,active,
​Eastern Shore Custom Clubs,http://www.easternshorecustomclubs.com/,"​Eastern Shore Custom Clubs provides professional golf lessons, custom club fitting, regrip, repair, and wedge stamping services.",,"Golf, Sporting Goods, Sports, Training",,"East Coast, Southern US",,active,
​Emery Telcom,https://www.emerytelcom.com,"​Emery Telcom is offering telephone, cable TV, and internet connectivity services with different packages.",https://www.linkedin.com/company/emery-telcom/,"Internet, Telecommunications, TV",c_00011_00050,Western US,1/1/1950,active,
​Eragon Commercial Consultants,https://www.eragoncc.com,​Eragon Commercial Consultants is a business finance consulting agency that offers construction loans and project financing services.,https://www.linkedin.com/company/eragon-commercial-consultants,"Commercial Lending, Consulting, Finance",c_00001_00010,"Dallas/Fort Worth Metroplex, Southern US",1/1/2018,active,
​Estate Pros,https://estateprosnm.com,Estate Pros offers real estate services and estate management in Northern New Mexico.,https://www.linkedin.com/company/estate-pros-llc,"Facilities Support Services, Home Services, Property Management",c_00011_00050,Western US,1/1/2011,active,
​First Liberties Financial,https://www.firstlibertiesfinancial.com,"​First Liberties Financial provides investment banking, institutional trading and wealth management services.",https://www.linkedin.com/company/first-liberties-financial,"Banking, Financial Services, Wealth Management",c_00101_00250,"Dallas/Fort Worth Metroplex, Southern US",,active,
​GEFS Insurance & Investments,https://www.gefsinsandinv.com,"​GEFS Insurance & Investments provides personal insurance, wealth management insurance as well as tax services.",https://www.linkedin.com/company/gefs-insurance-&-investments/,"Insurance, Taxi Service, Wealth Management",c_00001_00010,"Greater Miami Area, East Coast, Southern US",1/1/1997,active,
​GMJ Machine Company,https://www.gmjmachine.com,"GMJ Machine Company is a manufacturer of precision parts and assemblies for the aerospace, military, and energy industries.",https://www.linkedin.com/company/gmj-machine-company-inc./,"Industrial, Machinery Manufacturing, Product Design",c_00011_00050,Southern US,1/1/1981,active,
​HAPPI,https://www.happi.com/,"​HAPPI is a media production firm that focuses on magazine that publishes beauty, skincare, hair care, and personal care brand articles.",https://www.linkedin.com/company/happi-magazine/,"Brand Marketing, Media and Entertainment, Publishing, Social Media Advertising, Social Media Marketing",c_00011_00050,"Greater New York Area, East Coast, Northeastern US",,active,
​Hayford Marketing,https://www.hayfordmarketing.com,"​Hayford Marketing provides online advertising, marketing, website development, and telemarketing services.",https://www.linkedin.com/company/hayford-marketing/,"Advertising, Graphic Design, Marketing, SEO, Web Design",c_00001_00010,"Great Lakes, Midwestern US",1/1/2009,active,
​Health Source MSO,https://www.healthsourcemso.com,​Health Source MSO provides management and administrative services.,,"Compliance, Health Care, Information Technology",c_00051_00100,"Greater Los Angeles Area, West Coast, Western US",1/1/2005,active,
​Human Resource Development and Employment,http://www.hrdewv.org/,​Human Resource Development and Employment is a non-profit real estate firm that offers affordable housing for economically backward people.,https://www.linkedin.com/company/foncia-grand-bleu/,"Commercial Real Estate, Employment, Non Profit, Real Estate",c_00001_00010,Southern US,1/20/1976,active,
​I/O Interconnect,https://www.ioint.com/,"​I/O Interconnect expertise in developing & designing interconnection, flash media & digital media storage technology products & components.",,"Digital Media, Hardware, Information Technology",c_01001_05000,"Greater Los Angeles Area, West Coast, Western US",,active,
​J. Patrick Marketing,http://www.jpatrickmarketing.com,​J. Patrick Marketing is a sales and marketing company.,https://www.linkedin.com/company/j.-patrick-marketing,"Marketing, Retail, Sales, Wholesale",c_00001_00010,Midwestern US,1/1/1993,active,
